BTC FULL CHAIN — REVERSE SOLVED FROM ZERO SPACE
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:54:47 UTC

METHOD: Start from zero space, reverse the axiom at each step
  Pentagon rotation: 72 deg = 530,887,154 nonces per difficulty adjustment
  Triangle rotation: 120 deg = 884,811,923 nonces per halvening
  Difficulty periods per halvening: 210000/2016 = 104.17
  Genesis nonce: 2083236893

STEP  BLOCK_HEIGHT  HALVENING  DIRECTION  NONCE_PRED      MIRROR          ROTATION_ACC
1052     2,120,832         10  FUTURE      2,691,418,971   1,540,058,016   3,686,785,218
1053     2,122,848         10  FUTURE      2,160,531,817   1,763,297,152   4,217,672,372
1054     2,124,864         10  FUTURE      1,629,644,663   2,003,247,713     453,592,230
1055     2,126,880         10  FUTURE      1,098,757,509   2,243,263,809     984,479,384
1056     2,128,896         10  FUTURE        567,870,355   2,466,502,945   1,515,366,538
1057     2,130,912         10  FUTURE         36,983,201   2,706,453,506   2,046,253,692
1058     2,132,928         10  FUTURE      3,801,063,343   2,946,469,858   2,577,140,846
1059     2,134,944         10  FUTURE      3,270,176,189   3,186,485,954   3,108,028,000
1060     2,136,960         10  FUTURE      2,739,289,035   3,409,659,555   3,638,915,154
1061     2,138,976         10  FUTURE      2,208,401,881   3,649,675,651   4,169,802,308
1062     2,140,992         10  FUTURE      1,677,514,727   3,889,691,747     405,722,166
1063     2,143,008         10  FUTURE      1,146,627,573   4,112,865,348     936,609,320
1064     2,145,024         10  FUTURE        615,740,419      57,979,684   1,467,496,474
1065     2,147,040         10  FUTURE         84,853,265     297,930,245   1,998,383,628
1066     2,149,056         10  FUTURE      3,848,933,407     521,169,637   2,529,270,782
1067     2,151,072         10  FUTURE      3,318,046,253     761,185,733   3,060,157,936
1068     2,153,088         10  FUTURE      2,787,159,099   1,001,136,294   3,591,045,090
1069     2,155,104         10  FUTURE      2,256,271,945   1,241,152,390   4,121,932,244
1070     2,157,120         10  FUTURE      1,725,384,791   1,464,391,526     357,852,102
1071     2,159,136         10  FUTURE      1,194,497,637   1,704,342,087     888,739,256
1072     2,161,152         10  FUTURE        663,610,483   1,944,358,183   1,419,626,410
1073     2,163,168         10  FUTURE        132,723,329   2,167,597,319   1,950,513,564
1074     2,165,184         10  FUTURE      3,896,803,471   2,407,548,136   2,481,400,718
1075     2,167,200         10  FUTURE      3,365,916,317   2,647,564,232   3,012,287,872
1076     2,169,216         10  FUTURE      2,835,029,163   2,870,803,368   3,543,175,026
1077     2,171,232         10  FUTURE      2,304,142,009   3,110,753,929   4,074,062,180
1078     2,173,248         10  FUTURE      1,773,254,855   3,350,770,025     309,982,038
1079     2,175,264         10  FUTURE      1,242,367,701   3,573,943,626     840,869,192
1080     2,177,280         10  FUTURE        711,480,547   3,813,959,722   1,371,756,346
1081     2,179,296         10  FUTURE        180,593,393   4,053,975,818   1,902,643,500
1082     2,181,312         10  FUTURE      3,944,673,535   4,293,926,635   2,433,530,654
1083     2,183,328         10  FUTURE      3,413,786,381     222,264,011   2,964,417,808
1084     2,185,344         10  FUTURE      2,882,899,227     462,280,107   3,495,304,962
1085     2,187,360         10  FUTURE      2,352,012,073     702,230,668   4,026,192,116
1086     2,189,376         10  FUTURE      1,821,124,919     925,469,804     262,111,974
1087     2,191,392         10  FUTURE      1,290,237,765   1,165,485,900     792,999,128
1088     2,193,408         10  FUTURE        759,350,611   1,405,436,461   1,323,886,282
1089     2,195,424         10  FUTURE        228,463,457   1,628,675,597   1,854,773,436
1090     2,197,440         10  FUTURE      3,992,543,599   1,868,691,949   2,385,660,590
1091     2,199,456         10  FUTURE      3,461,656,445   2,108,642,510   2,916,547,744
1092     2,201,472         10  FUTURE      2,930,769,291   2,348,658,606   3,447,434,898
1093     2,203,488         10  FUTURE      2,399,882,137   2,571,832,207   3,978,322,052
1094     2,205,504         10  FUTURE      1,868,994,983   2,811,848,303     214,241,910
1095     2,207,520         10  FUTURE      1,338,107,829   3,051,864,399     745,129,064
1096     2,209,536         10  FUTURE        807,220,675   3,275,038,000   1,276,016,218
1097     2,211,552         10  FUTURE        276,333,521   3,515,054,096   1,806,903,372
1098     2,213,568         10  FUTURE      4,040,413,663   3,755,070,448   2,337,790,526
1099     2,215,584         10  FUTURE      3,509,526,509   3,978,244,049   2,868,677,680
1100     2,217,600         10  FUTURE      2,978,639,355   4,218,260,145   3,399,564,834
1101     2,219,616         10  FUTURE      2,447,752,201     163,374,481   3,930,451,988
1102     2,221,632         10  FUTURE      1,916,865,047     386,548,082     166,371,846
1103     2,223,648         10  FUTURE      1,385,977,893     626,564,178     697,259,000
1104     2,225,664         10  FUTURE        855,090,739     866,580,274   1,228,146,154
1105     2,227,680         10  FUTURE        324,203,585   1,106,530,835   1,759,033,308
1106     2,229,696         10  FUTURE      4,088,283,727   1,329,770,227   2,289,920,462
1107     2,231,712         10  FUTURE      3,557,396,573   1,569,720,788   2,820,807,616
1108     2,233,728         10  FUTURE      3,026,509,419   1,809,736,884   3,351,694,770
1109     2,235,744         10  FUTURE      2,495,622,265   2,032,976,020   3,882,581,924
1110     2,237,760         10  FUTURE      1,964,735,111   2,272,926,581     118,501,782
1111     2,239,776         10  FUTURE      1,433,847,957   2,512,942,677     649,388,936
1112     2,241,792         10  FUTURE        902,960,803   2,736,181,813   1,180,276,090
1113     2,243,808         10  FUTURE        372,073,649   2,976,132,374   1,711,163,244
1114     2,245,824         10  FUTURE      4,136,153,791   3,216,148,726   2,242,050,398
1115     2,247,840         10  FUTURE      3,605,266,637   3,439,387,862   2,772,937,552
1116     2,249,856         10  FUTURE      3,074,379,483   3,679,338,423   3,303,824,706
1117     2,251,872         10  FUTURE      2,543,492,329   3,919,354,519   3,834,711,860
1118     2,253,888         10  FUTURE      2,012,605,175   4,159,370,615      70,631,718
1119     2,255,904         10  FUTURE      1,481,718,021      87,642,456     601,518,872
1120     2,257,920         10  FUTURE        950,830,867     327,658,552   1,132,406,026
1121     2,259,936         10  FUTURE        419,943,713     567,609,113   1,663,293,180
1122     2,261,952         10  FUTURE      4,184,023,855     790,848,505   2,194,180,334
1123     2,263,968         10  FUTURE      3,653,136,701   1,030,864,601   2,725,067,488
1124     2,265,984         10  FUTURE      3,122,249,547   1,270,815,162   3,255,954,642
1125     2,268,000         10  FUTURE      2,591,362,393   1,494,054,298   3,786,841,796
1126     2,270,016         10  FUTURE      2,060,475,239   1,734,070,394      22,761,654
1127     2,272,032         10  FUTURE      1,529,588,085   1,974,020,955     553,648,808
1128     2,274,048         10  FUTURE        998,700,931   2,214,037,051   1,084,535,962
1129     2,276,064         10  FUTURE        467,813,777   2,437,276,187   1,615,423,116
1130     2,278,080         10  FUTURE      4,231,893,919   2,677,227,004   2,146,310,270
1131     2,280,096         10  FUTURE      3,701,006,765   2,917,243,100   2,677,197,424
1132     2,282,112         10  FUTURE      3,170,119,611   3,140,482,236   3,208,084,578
1133     2,284,128         10  FUTURE      2,639,232,457   3,380,432,797   3,738,971,732
1134     2,286,144         10  FUTURE      2,108,345,303   3,620,448,893   4,269,858,886
1135     2,288,160         10  FUTURE      1,577,458,149   3,843,622,494     505,778,744
1136     2,290,176         10  FUTURE      1,046,570,995   4,083,638,590   1,036,665,898
1137     2,292,192         10  FUTURE        515,683,841      28,752,926   1,567,553,052
1138     2,294,208         10  FUTURE      4,279,763,983     251,926,783   2,098,440,206
1139     2,296,224         10  FUTURE      3,748,876,829     491,942,879   2,629,327,360
1140     2,298,240         10  FUTURE      3,217,989,675     731,958,975   3,160,214,514
1141     2,300,256         10  FUTURE      2,687,102,521     971,909,536   3,691,101,668
1142     2,302,272         10  FUTURE      2,156,215,367   1,195,148,672   4,221,988,822
1143     2,304,288         10  FUTURE      1,625,328,213   1,435,164,768     457,908,680
1144     2,306,304         10  FUTURE      1,094,441,059   1,675,115,329     988,795,834
1145     2,308,320         10  FUTURE        563,553,905   1,898,354,465   1,519,682,988
1146     2,310,336         11  FUTURE      3,973,709,278   3,741,178,348   2,404,494,911
1147     2,312,352         11  FUTURE      3,442,822,124   3,964,351,949   2,935,382,065
1148     2,314,368         11  FUTURE      2,911,934,970   4,204,368,045   3,466,269,219
1149     2,316,384         11  FUTURE      2,381,047,816     149,482,381   3,997,156,373
1150     2,318,400         11  FUTURE      1,850,160,662     372,655,982     233,076,231
1151     2,320,416         11  FUTURE      1,319,273,508     612,672,078     763,963,385
1152     2,322,432         11  FUTURE        788,386,354     852,688,174   1,294,850,539
1153     2,324,448         11  FUTURE        257,499,200   1,075,861,775   1,825,737,693
1154     2,326,464         11  FUTURE      4,021,579,342   1,315,878,127   2,356,624,847
1155     2,328,480         11  FUTURE      3,490,692,188   1,555,828,688   2,887,512,001
1156     2,330,496         11  FUTURE      2,959,805,034   1,779,067,824   3,418,399,155
1157     2,332,512         11  FUTURE      2,428,917,880   2,019,083,920   3,949,286,309
1158     2,334,528         11  FUTURE      1,898,030,726   2,259,034,481     185,206,167
1159     2,336,544         11  FUTURE      1,367,143,572   2,499,050,577     716,093,321
1160     2,338,560         11  FUTURE        836,256,418   2,722,289,713   1,246,980,475
1161     2,340,576         11  FUTURE        305,369,264   2,962,240,274   1,777,867,629
1162     2,342,592         11  FUTURE      4,069,449,406   3,202,256,626   2,308,754,783
1163     2,344,608         11  FUTURE      3,538,562,252   3,425,495,762   2,839,641,937
1164     2,346,624         11  FUTURE      3,007,675,098   3,665,446,323   3,370,529,091
1165     2,348,640         11  FUTURE      2,476,787,944   3,905,462,419   3,901,416,245
1166     2,350,656         11  FUTURE      1,945,900,790   4,128,701,555     137,336,103
1167     2,352,672         11  FUTURE      1,415,013,636      73,750,356     668,223,257
1168     2,354,688         11  FUTURE        884,126,482     313,766,452   1,199,110,411
1169     2,356,704         11  FUTURE        353,239,328     536,940,053   1,729,997,565
1170     2,358,720         11  FUTURE      4,117,319,470     776,956,405   2,260,884,719
1171     2,360,736         11  FUTURE      3,586,432,316   1,016,972,501   2,791,771,873
1172     2,362,752         11  FUTURE      3,055,545,162   1,256,923,062   3,322,659,027
1173     2,364,768         11  FUTURE      2,524,658,008   1,480,162,198   3,853,546,181
1174     2,366,784         11  FUTURE      1,993,770,854   1,720,178,294      89,466,039
1175     2,368,800         11  FUTURE      1,462,883,700   1,960,128,855     620,353,193
1176     2,370,816         11  FUTURE        931,996,546   2,183,367,991   1,151,240,347
1177     2,372,832         11  FUTURE        401,109,392   2,423,384,087   1,682,127,501
1178     2,374,848         11  FUTURE      4,165,189,534   2,663,334,904   2,213,014,655
1179     2,376,864         11  FUTURE      3,634,302,380   2,886,574,040   2,743,901,809
1180     2,378,880         11  FUTURE      3,103,415,226   3,126,590,136   3,274,788,963
1181     2,380,896         11  FUTURE      2,572,528,072   3,366,540,697   3,805,676,117
1182     2,382,912         11  FUTURE      2,041,640,918   3,606,556,793      41,595,975
1183     2,384,928         11  FUTURE      1,510,753,764   3,829,730,394     572,483,129
1184     2,386,944         11  FUTURE        979,866,610   4,069,746,490   1,103,370,283
1185     2,388,960         11  FUTURE        448,979,456      14,860,826   1,634,257,437
1186     2,390,976         11  FUTURE      4,213,059,598     238,034,683   2,165,144,591
1187     2,392,992         11  FUTURE      3,682,172,444     478,050,779   2,696,031,745
1188     2,395,008         11  FUTURE      3,151,285,290     718,066,875   3,226,918,899
1189     2,397,024         11  FUTURE      2,620,398,136     941,240,476   3,757,806,053
1190     2,399,040         11  FUTURE      2,089,510,982   1,181,256,572   4,288,693,207
1191     2,401,056         11  FUTURE      1,558,623,828   1,421,272,668     524,613,065
1192     2,403,072         11  FUTURE      1,027,736,674   1,644,446,269   1,055,500,219
1193     2,405,088         11  FUTURE        496,849,520   1,884,462,365   1,586,387,373
1194     2,407,104         11  FUTURE      4,260,929,662   2,124,478,717   2,117,274,527
1195     2,409,120         11  FUTURE      3,730,042,508   2,364,429,278   2,648,161,681
1196     2,411,136         11  FUTURE      3,199,155,354   2,587,668,414   3,179,048,835
1197     2,413,152         11  FUTURE      2,668,268,200   2,827,618,975   3,709,935,989
1198     2,415,168         11  FUTURE      2,137,381,046   3,067,635,071   4,240,823,143
1199     2,417,184         11  FUTURE      1,606,493,892   3,290,874,207     476,743,001
1200     2,419,200         11  FUTURE      1,075,606,738   3,530,824,768   1,007,630,155
1201     2,421,216         11  FUTURE        544,719,584   3,770,840,864   1,538,517,309
1202     2,423,232         11  FUTURE         13,832,430   3,994,080,000   2,069,404,463
1203     2,425,248         11  FUTURE      3,777,912,572   4,234,030,817   2,600,291,617
1204     2,427,264         11  FUTURE      3,247,025,418     179,145,153   3,131,178,771
1205     2,429,280         11  FUTURE      2,716,138,264     419,161,249   3,662,065,925
1206     2,431,296         11  FUTURE      2,185,251,110     642,334,850   4,192,953,079
1207     2,433,312         11  FUTURE      1,654,363,956     882,350,946     428,872,937
1208     2,435,328         11  FUTURE      1,123,476,802   1,122,367,042     959,760,091
1209     2,437,344         11  FUTURE        592,589,648   1,345,540,643   1,490,647,245
1210     2,439,360         11  FUTURE         61,702,494   1,585,556,739   2,021,534,399
1211     2,441,376         11  FUTURE      3,825,782,636   1,825,507,556   2,552,421,553
1212     2,443,392         11  FUTURE      3,294,895,482   2,048,746,692   3,083,308,707
1213     2,445,408         11  FUTURE      2,764,008,328   2,288,762,788   3,614,195,861
1214     2,447,424         11  FUTURE      2,233,121,174   2,528,713,349   4,145,083,015
1215     2,449,440         11  FUTURE      1,702,234,020   2,751,952,485     381,002,873
1216     2,451,456         11  FUTURE      1,171,346,866   2,991,968,581     911,890,027
1217     2,453,472         11  FUTURE        640,459,712   3,231,919,142   1,442,777,181
1218     2,455,488         11  FUTURE        109,572,558   3,471,935,238   1,973,664,335
1219     2,457,504         11  FUTURE      3,873,652,700   3,695,174,630   2,504,551,489
1220     2,459,520         11  FUTURE      3,342,765,546   3,935,125,191   3,035,438,643
1221     2,461,536         11  FUTURE      2,811,878,392   4,175,141,287   3,566,325,797
1222     2,463,552         11  FUTURE      2,280,991,238     103,478,663   4,097,212,951
1223     2,465,568         11  FUTURE      1,750,104,084     343,429,224     333,132,809
1224     2,467,584         11  FUTURE      1,219,216,930     583,445,320     864,019,963
1225     2,469,600         11  FUTURE        688,329,776     806,618,921   1,394,907,117
1226     2,471,616         11  FUTURE        157,442,622   1,046,635,017   1,925,794,271
1227     2,473,632         11  FUTURE      3,921,522,764   1,286,651,369   2,456,681,425
1228     2,475,648         11  FUTURE      3,390,635,610   1,526,601,930   2,987,568,579
1229     2,477,664         11  FUTURE      2,859,748,456   1,749,841,066   3,518,455,733
1230     2,479,680         11  FUTURE      2,328,861,302   1,989,857,162   4,049,342,887
1231     2,481,696         11  FUTURE      1,797,974,148   2,229,807,723     285,262,745
1232     2,483,712         11  FUTURE      1,267,086,994   2,453,046,859     816,149,899
1233     2,485,728         11  FUTURE        736,199,840   2,693,062,955   1,347,037,053
1234     2,487,744         11  FUTURE        205,312,686   2,933,013,516   1,877,924,207
1235     2,489,760         11  FUTURE      3,969,392,828   3,156,252,908   2,408,811,361
1236     2,491,776         11  FUTURE      3,438,505,674   3,396,269,004   2,939,698,515
1237     2,493,792         11  FUTURE      2,907,618,520   3,636,219,565   3,470,585,669
1238     2,495,808         11  FUTURE      2,376,731,366   3,859,458,701   4,001,472,823
1239     2,497,824         11  FUTURE      1,845,844,212   4,099,409,262     237,392,681
1240     2,499,840         11  FUTURE      1,314,957,058      44,523,598     768,279,835
1241     2,501,856         11  FUTURE        784,069,904     284,539,694   1,299,166,989
1242     2,503,872         11  FUTURE        253,182,750     507,713,295   1,830,054,143
1243     2,505,888         11  FUTURE      4,017,262,892     747,729,647   2,360,941,297
1244     2,507,904         11  FUTURE      3,486,375,738     987,745,743   2,891,828,451
1245     2,509,920         11  FUTURE      2,955,488,584   1,210,919,344   3,422,715,605
1246     2,511,936         11  FUTURE      2,424,601,430   1,450,935,440   3,953,602,759
1247     2,513,952         11  FUTURE      1,893,714,276   1,690,951,536     189,522,617
1248     2,515,968         11  FUTURE      1,362,827,122   1,914,125,137     720,409,771
1249     2,517,984         11  FUTURE        831,939,968   2,154,141,233   1,251,296,925
1250     2,520,000         12  FUTURE      4,242,095,341   3,980,188,156   2,136,108,848
1251     2,522,016         12  FUTURE      3,711,208,187   4,220,138,717   2,666,996,002
1252     2,524,032         12  FUTURE      3,180,321,033     165,253,053   3,197,883,156
1253     2,526,048         12  FUTURE      2,649,433,879     388,492,189   3,728,770,310
1254     2,528,064         12  FUTURE      2,118,546,725     628,442,750   4,259,657,464
1255     2,530,080         12  FUTURE      1,587,659,571     868,458,846     495,577,322
1256     2,532,096         12  FUTURE      1,056,772,417   1,091,697,982   1,026,464,476
1257     2,534,112         12  FUTURE        525,885,263   1,331,648,543   1,557,351,630
1258     2,536,128         12  FUTURE      4,289,965,405   1,571,664,895   2,088,238,784
1259     2,538,144         12  FUTURE      3,759,078,251   1,811,615,456   2,619,125,938
1260     2,540,160         12  FUTURE      3,228,191,097   2,034,854,592   3,150,013,092
1261     2,542,176         12  FUTURE      2,697,303,943   2,274,870,688   3,680,900,246
1262     2,544,192         12  FUTURE      2,166,416,789   2,514,821,249   4,211,787,400
1263     2,546,208         12  FUTURE      1,635,529,635   2,738,060,385     447,707,258
1264     2,548,224         12  FUTURE      1,104,642,481   2,978,076,481     978,594,412
1265     2,550,240         12  FUTURE        573,755,327   3,218,027,042   1,509,481,566
1266     2,552,256         12  FUTURE         42,868,173   3,441,266,178   2,040,368,720
1267     2,554,272         12  FUTURE      3,806,948,315   3,681,282,530   2,571,255,874
1268     2,556,288         12  FUTURE      3,276,061,161   3,921,233,091   3,102,143,028
1269     2,558,304         12  FUTURE      2,745,174,007   4,144,472,227   3,633,030,182
1270     2,560,320         12  FUTURE      2,214,286,853      89,586,563   4,163,917,336
1271     2,562,336         12  FUTURE      1,683,399,699     329,537,124     399,837,194
1272     2,564,352         12  FUTURE      1,152,512,545     569,553,220     930,724,348
1273     2,566,368         12  FUTURE        621,625,391     792,726,821   1,461,611,502
1274     2,568,384         12  FUTURE         90,738,237   1,032,742,917   1,992,498,656
1275     2,570,400         12  FUTURE      3,854,818,379   1,272,759,269   2,523,385,810
1276     2,572,416         12  FUTURE      3,323,931,225   1,495,932,870   3,054,272,964
1277     2,574,432         12  FUTURE      2,793,044,071   1,735,948,966   3,585,160,118
1278     2,576,448         12  FUTURE      2,262,156,917   1,975,965,062   4,116,047,272
1279     2,578,464         12  FUTURE      1,731,269,763   2,199,138,663     351,967,130
1280     2,580,480         12  FUTURE      1,200,382,609   2,439,154,759     882,854,284
1281     2,582,496         12  FUTURE        669,495,455   2,679,170,855   1,413,741,438
1282     2,584,512         12  FUTURE        138,608,301   2,919,121,416   1,944,628,592
1283     2,586,528         12  FUTURE      3,902,688,443   3,142,360,808   2,475,515,746
1284     2,588,544         12  FUTURE      3,371,801,289   3,382,376,904   3,006,402,900
1285     2,590,560         12  FUTURE      2,840,914,135   3,622,327,465   3,537,290,054
1286     2,592,576         12  FUTURE      2,310,026,981   3,845,566,601   4,068,177,208
1287     2,594,592         12  FUTURE      1,779,139,827   4,085,517,162     304,097,066
1288     2,596,608         12  FUTURE      1,248,252,673      30,631,498     834,984,220
1289     2,598,624         12  FUTURE        717,365,519     253,870,634   1,365,871,374
1290     2,600,640         12  FUTURE        186,478,365     493,821,195   1,896,758,528
1291     2,602,656         12  FUTURE      3,950,558,507     733,837,547   2,427,645,682
1292     2,604,672         12  FUTURE      3,419,671,353     957,076,683   2,958,532,836
1293     2,606,688         12  FUTURE      2,888,784,199   1,197,027,244   3,489,419,990
1294     2,608,704         12  FUTURE      2,357,897,045   1,437,043,340   4,020,307,144
1295     2,610,720         12  FUTURE      1,827,009,891   1,677,059,436     256,227,002
1296     2,612,736         12  FUTURE      1,296,122,737   1,900,233,037     787,114,156
1297     2,614,752         12  FUTURE        765,235,583   2,140,249,133   1,318,001,310
1298     2,616,768         12  FUTURE        234,348,429   2,380,265,229   1,848,888,464
1299     2,618,784         12  FUTURE      3,998,428,571   2,603,439,086   2,379,775,618
1300     2,620,800         12  FUTURE      3,467,541,417   2,843,455,182   2,910,662,772
1301     2,622,816         12  FUTURE      2,936,654,263   3,083,405,743   3,441,549,926
1302     2,624,832         12  FUTURE      2,405,767,109   3,306,644,879   3,972,437,080
1303     2,626,848         12  FUTURE      1,874,879,955   3,546,660,975     208,356,938
1304     2,628,864         12  FUTURE      1,343,992,801   3,786,611,536     739,244,092
1305     2,630,880         12  FUTURE        813,105,647   4,009,850,672   1,270,131,246
1306     2,632,896         12  FUTURE        282,218,493   4,249,866,768   1,801,018,400
1307     2,634,912         12  FUTURE      4,046,298,635     194,915,825   2,331,905,554
1308     2,636,928         12  FUTURE      3,515,411,481     434,931,921   2,862,792,708
1309     2,638,944         12  FUTURE      2,984,524,327     658,171,057   3,393,679,862
1310     2,640,960         12  FUTURE      2,453,637,173     898,121,618   3,924,567,016
1311     2,642,976         12  FUTURE      1,922,750,019   1,138,137,714     160,486,874
1312     2,644,992         12  FUTURE      1,391,862,865   1,361,376,850     691,374,028
1313     2,647,008         12  FUTURE        860,975,711   1,601,327,411   1,222,261,182
1314     2,649,024         12  FUTURE        330,088,557   1,841,343,507   1,753,148,336
1315     2,651,040         12  FUTURE      4,094,168,699   2,064,517,364   2,284,035,490
1316     2,653,056         12  FUTURE      3,563,281,545   2,304,533,460   2,814,922,644
1317     2,655,072         12  FUTURE      3,032,394,391   2,544,549,556   3,345,809,798
1318     2,657,088         12  FUTURE      2,501,507,237   2,784,500,117   3,876,696,952
1319     2,659,104         12  FUTURE      1,970,620,083   3,007,739,253     112,616,810
1320     2,661,120         12  FUTURE      1,439,732,929   3,247,755,349     643,503,964
1321     2,663,136         12  FUTURE        908,845,775   3,487,705,910   1,174,391,118
1322     2,665,152         12  FUTURE        377,958,621   3,710,945,046   1,705,278,272
1323     2,667,168         12  FUTURE      4,142,038,763   3,950,961,398   2,236,165,426
1324     2,669,184         12  FUTURE      3,611,151,609   4,190,911,959   2,767,052,580
1325     2,671,200         12  FUTURE      3,080,264,455     119,249,335   3,297,939,734
1326     2,673,216         12  FUTURE      2,549,377,301     359,265,431   3,828,826,888
1327     2,675,232         12  FUTURE      2,018,490,147     599,215,992      64,746,746
1328     2,677,248         12  FUTURE      1,487,602,993     822,455,128     595,633,900
1329     2,679,264         12  FUTURE        956,715,839   1,062,405,689   1,126,521,054
1330     2,681,280         12  FUTURE        425,828,685   1,302,421,785   1,657,408,208
1331     2,683,296         12  FUTURE      4,189,908,827   1,542,438,137   2,188,295,362
1332     2,685,312         12  FUTURE      3,659,021,673   1,765,611,738   2,719,182,516
1333     2,687,328         12  FUTURE      3,128,134,519   2,005,627,834   3,250,069,670
1334     2,689,344         12  FUTURE      2,597,247,365   2,245,643,930   3,780,956,824
1335     2,691,360         12  FUTURE      2,066,360,211   2,468,817,531      16,876,682
1336     2,693,376         12  FUTURE      1,535,473,057   2,708,833,627     547,763,836
1337     2,695,392         12  FUTURE      1,004,585,903   2,948,849,723   1,078,650,990
1338     2,697,408         12  FUTURE        473,698,749   3,172,023,324   1,609,538,144
1339     2,699,424         12  FUTURE      4,237,778,891   3,412,039,676   2,140,425,298
1340     2,701,440         12  FUTURE      3,706,891,737   3,652,055,772   2,671,312,452
1341     2,703,456         12  FUTURE      3,176,004,583   3,892,006,333   3,202,199,606
1342     2,705,472         12  FUTURE      2,645,117,429   4,115,245,469   3,733,086,760
1343     2,707,488         12  FUTURE      2,114,230,275      60,294,270   4,263,973,914
1344     2,709,504         12  FUTURE      1,583,343,121     300,310,366     499,893,772
1345     2,711,520         12  FUTURE      1,052,455,967     523,549,502   1,030,780,926
1346     2,713,536         12  FUTURE        521,568,813     763,500,063   1,561,668,080
1347     2,715,552         12  FUTURE      4,285,648,955   1,003,516,415   2,092,555,234
1348     2,717,568         12  FUTURE      3,754,761,801   1,226,755,551   2,623,442,388
1349     2,719,584         12  FUTURE      3,223,874,647   1,466,706,112   3,154,329,542
1350     2,721,600         12  FUTURE      2,692,987,493   1,706,722,208   3,685,216,696
1351     2,723,616         12  FUTURE      2,162,100,339   1,929,961,344   4,216,103,850
1352     2,725,632         12  FUTURE      1,631,213,185   2,169,911,905     452,023,708
1353     2,727,648         12  FUTURE      1,100,326,031   2,409,928,001     982,910,862
1354     2,729,664         12  FUTURE        569,438,877   2,649,944,097   1,513,798,016
1355     2,731,680         13  FUTURE      3,979,594,250     181,023,725   2,398,609,939
1356     2,733,696         13  FUTURE      3,448,707,096     404,262,861   2,929,497,093
1357     2,735,712         13  FUTURE      2,917,819,942     644,278,957   3,460,384,247
1358     2,737,728         13  FUTURE      2,386,932,788     884,229,518   3,991,271,401
1359     2,739,744         13  FUTURE      1,856,045,634   1,107,468,654     227,191,259
1360     2,741,760         13  FUTURE      1,325,158,480   1,347,484,750     758,078,413
1361     2,743,776         13  FUTURE        794,271,326   1,587,435,311   1,288,965,567
1362     2,745,792         13  FUTURE        263,384,172   1,827,451,407   1,819,852,721
1363     2,747,808         13  FUTURE      4,027,464,314   2,050,625,264   2,350,739,875
1364     2,749,824         13  FUTURE      3,496,577,160   2,290,641,360   2,881,627,029
1365     2,751,840         13  FUTURE      2,965,690,006   2,530,657,456   3,412,514,183
1366     2,753,856         13  FUTURE      2,434,802,852   2,753,831,057   3,943,401,337
1367     2,755,872         13  FUTURE      1,903,915,698   2,993,847,153     179,321,195
1368     2,757,888         13  FUTURE      1,373,028,544   3,233,863,249     710,208,349
1369     2,759,904         13  FUTURE        842,141,390   3,457,036,850   1,241,095,503
1370     2,761,920         13  FUTURE        311,254,236   3,697,052,946   1,771,982,657
1371     2,763,936         13  FUTURE      4,075,334,378   3,937,069,298   2,302,869,811
1372     2,765,952         13  FUTURE      3,544,447,224   4,177,019,859   2,833,756,965
1373     2,767,968         13  FUTURE      3,013,560,070     105,357,235   3,364,644,119
1374     2,769,984         13  FUTURE      2,482,672,916     345,373,331   3,895,531,273
1375     2,772,000         13  FUTURE      1,951,785,762     585,323,892     131,451,131
1376     2,774,016         13  FUTURE      1,420,898,608     808,563,028     662,338,285
1377     2,776,032         13  FUTURE        890,011,454   1,048,513,589   1,193,225,439
1378     2,778,048         13  FUTURE        359,124,300   1,288,529,685   1,724,112,593
1379     2,780,064         13  FUTURE      4,123,204,442   1,511,769,077   2,254,999,747
1380     2,782,080         13  FUTURE      3,592,317,288   1,751,719,638   2,785,886,901
1381     2,784,096         13  FUTURE      3,061,430,134   1,991,735,734   3,316,774,055
1382     2,786,112         13  FUTURE      2,530,542,980   2,214,974,870   3,847,661,209
1383     2,788,128         13  FUTURE      1,999,655,826   2,454,925,431      83,581,067
1384     2,790,144         13  FUTURE      1,468,768,672   2,694,941,527     614,468,221
1385     2,792,160         13  FUTURE        937,881,518   2,934,957,623   1,145,355,375
1386     2,794,176         13  FUTURE        406,994,364   3,158,131,224   1,676,242,529
1387     2,796,192         13  FUTURE      4,171,074,506   3,398,147,576   2,207,129,683
1388     2,798,208         13  FUTURE      3,640,187,352   3,638,163,672   2,738,016,837
1389     2,800,224         13  FUTURE      3,109,300,198   3,861,337,273   3,268,903,991
1390     2,802,240         13  FUTURE      2,578,413,044   4,101,353,369   3,799,791,145
1391     2,804,256         13  FUTURE      2,047,525,890      46,402,170      35,711,003
1392     2,806,272         13  FUTURE      1,516,638,736     269,641,306     566,598,157
1393     2,808,288         13  FUTURE        985,751,582     509,657,402   1,097,485,311
1394     2,810,304         13  FUTURE        454,864,428     749,607,963   1,628,372,465
1395     2,812,320         13  FUTURE      4,218,944,570     989,624,315   2,159,259,619
1396     2,814,336         13  FUTURE      3,688,057,416   1,212,863,451   2,690,146,773
1397     2,816,352         13  FUTURE      3,157,170,262   1,452,814,012   3,221,033,927
