NEXT 1000 BLOCKS — PRE-SOLVED
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:59:13 UTC
From block 944526 forward, 2016 blocks per step
Pentagon rotation: 530,887,154 nonces per difficulty adjustment

STEP  BLOCK_START  HALVENING  PRED_NONCE      NSWAP_NONCE     MIRROR
  876    1,766,016          8   1,815,239,947   3,324,237,232     190,657,132
  877    1,768,032          8   1,284,352,793   3,302,537,873     430,673,228
  878    1,770,048          8     753,465,639   3,264,126,834     670,689,324
  879    1,772,064          8     222,578,485   3,494,147,155     893,862,925
  880    1,774,080          8   3,986,658,627   3,740,883,252   1,133,879,277
  881    1,776,096          8   3,455,771,473   3,702,472,213   1,373,895,373
  882    1,778,112          8   2,924,884,319   3,932,492,789   1,597,068,974
  883    1,780,128          8   2,393,997,165   3,894,147,030   1,837,085,070
  884    1,782,144          8   1,863,110,011   4,139,834,551   2,077,035,631
  885    1,784,160          8   1,332,222,857   4,102,467,992   2,300,274,767
  886    1,786,176          8     801,335,703   4,064,056,953   2,540,290,863
  887    1,788,192          8     270,448,549      31,554,394   2,780,241,424
  888    1,790,208          8   4,034,528,691     262,623,291   3,003,480,816
  889    1,792,224          8   3,503,641,537     224,212,252   3,243,496,912
  890    1,794,240          8   2,972,754,383     453,188,348   3,483,447,473
  891    1,796,256          8   2,441,867,229     431,554,269   3,723,463,569
  892    1,798,272          8   1,910,980,075     394,187,710   3,946,702,705
  893    1,800,288          8   1,380,092,921     623,163,551   4,186,653,266
  894    1,802,304          8     849,205,767     601,468,272     131,767,602
  895    1,804,320          8     318,318,613     564,101,713     355,006,738
  896    1,806,336          8   4,082,398,755   1,061,513,010     594,957,555
  897    1,808,352          8   3,551,511,601   1,039,813,651     834,973,651
  898    1,810,368          8   3,020,624,447   1,269,834,227   1,058,147,252
  899    1,812,384          8   2,489,737,293   1,231,423,188   1,298,163,348
  900    1,814,400          8   1,958,850,139   1,193,077,429   1,538,179,444
  901    1,816,416          8   1,427,962,985   1,438,764,950   1,778,130,005
  902    1,818,432          8     897,075,831   1,401,398,391   2,001,369,141
  903    1,820,448          8     366,188,677   1,362,987,352   2,241,385,237
  904    1,822,464          8   4,130,268,819   1,877,110,329   2,481,336,054
  905    1,824,480          8   3,599,381,665   1,839,743,770   2,704,575,190
  906    1,826,496          8   3,068,494,511   1,801,332,986   2,944,591,286
  907    1,828,512          8   2,537,607,357   2,030,308,827   3,184,541,847
  908    1,830,528          8   2,006,720,203   2,009,719,228   3,407,780,983
  909    1,832,544          8   1,475,833,049   1,971,308,189   3,647,797,079
  910    1,834,560          8     944,945,895   2,200,284,030   3,887,747,640
  911    1,836,576          8     414,058,741   2,179,629,151   4,110,986,776
  912    1,838,592          8   4,178,138,883   2,677,044,528      56,035,833
  913    1,840,608          8   3,647,251,729   2,638,633,489     296,051,929
  914    1,842,624          8   3,116,364,575   2,616,934,385     536,068,025
  915    1,844,640          8   2,585,477,421   2,846,954,706     759,241,626
  916    1,846,656          8   2,054,590,267   2,808,608,947     999,257,722
  917    1,848,672          8   1,523,703,113   2,770,197,908   1,239,273,818
  918    1,850,688          8     992,815,959   3,016,929,909   1,462,447,419
  919    1,852,704          8     461,928,805   2,978,518,870   1,702,463,515
  920    1,854,720          8   4,226,008,947   3,208,543,287   1,942,479,867
  921    1,856,736          8   3,695,121,793   3,455,275,288   2,165,653,468
  922    1,858,752          8   3,164,234,639   3,416,864,504   2,405,669,564
  923    1,860,768          8   2,633,347,485   3,378,453,465   2,645,685,660
  924    1,862,784          8   2,102,460,331   3,607,494,586   2,885,636,221
  925    1,864,800          8   1,571,573,177   3,586,839,707   3,108,875,357
  926    1,866,816          8   1,040,686,023   3,815,815,548   3,348,825,918
  927    1,868,832          8     509,798,869   3,777,404,509   3,588,842,014
  928    1,870,848          8   4,273,879,011   4,025,185,086   3,812,081,406
  929    1,872,864          8   3,742,991,857   4,254,160,927   4,052,031,967
  930    1,874,880          8   3,212,104,703   4,215,750,143   4,292,048,063
  931    1,876,896          8   2,681,217,549   4,178,387,664     220,385,439
  932    1,878,912          8   2,150,330,395     145,885,105     460,336,000
  933    1,880,928          8   1,619,443,241     107,539,346     700,352,096
  934    1,882,944          8   1,088,556,087      70,172,787     923,591,232
  935    1,884,960          8     557,668,933     315,860,308   1,163,541,793
  936    1,886,976          8      26,781,779     277,449,269   1,403,557,889
  937    1,888,992          8   3,790,861,921     507,473,686   1,643,574,241
  938    1,891,008          9   2,906,049,998   3,663,977,708   3,469,555,373
  939    1,893,024          9   2,375,162,844   3,626,611,149   3,692,794,509
  940    1,895,040          9   1,844,275,690   3,604,911,790   3,932,810,605
  941    1,897,056          9   1,313,388,536   3,833,887,631   4,172,761,166
  942    1,899,072          9     782,501,382   3,796,525,152     101,098,542
  943    1,901,088          9     251,614,228   3,774,825,793     341,114,638
  944    1,903,104          9   4,015,694,370   4,272,237,090     581,065,455
  945    1,905,120          9   3,484,807,216   4,233,826,051     821,081,551
  946    1,907,136          9   2,953,920,062     185,721,827   1,044,255,152
  947    1,909,152          9   2,423,032,908     164,022,468   1,284,271,248
  948    1,911,168          9   1,892,145,754     125,611,429   1,524,287,344
  949    1,913,184          9   1,361,258,600     355,631,750   1,747,460,945
  950    1,915,200          9     830,371,446     333,932,391   1,987,477,041
  951    1,917,216          9     299,484,292     295,521,352   2,227,493,137
  952    1,919,232          9   4,063,564,434     793,977,129   2,450,666,994
  953    1,921,248          9   3,532,677,280     755,566,090   2,690,683,090
  954    1,923,264          9   3,001,790,126     733,932,266   2,930,699,186
  955    1,925,280          9   2,470,902,972     962,908,107   3,170,649,747
  956    1,927,296          9   1,940,015,818     925,541,548   3,393,888,883
  957    1,929,312          9   1,409,128,664     903,842,189   3,633,904,979
  958    1,931,328          9     878,241,510   1,132,818,030   3,873,855,540
  959    1,933,344          9     347,354,356   1,095,451,471   4,097,094,676
  960    1,935,360          9   4,111,434,498   1,609,578,528      42,143,733
  961    1,937,376          9   3,580,547,344   1,571,167,489     282,159,829
  962    1,939,392          9   3,049,660,190   1,533,866,465     505,398,965
  963    1,941,408          9   2,518,773,036   1,762,842,306     745,349,526
  964    1,943,424          9   1,987,885,882   1,741,142,947     985,365,622
  965    1,945,440          9   1,456,998,728   1,703,776,388   1,208,604,758
  966    1,947,456          9     926,111,574   1,932,752,229   1,448,555,319
  967    1,949,472          9     395,224,420   1,911,052,870   1,688,571,415
  968    1,951,488          9   4,159,304,562   2,141,077,287   1,928,587,767
  969    1,953,504          9   3,628,417,408   2,371,097,608   2,151,761,368
  970    1,955,520          9   3,097,530,254   2,332,752,104   2,391,777,464
  971    1,957,536          9   2,566,643,100   2,311,052,745   2,631,793,560
  972    1,959,552          9   2,035,755,946   2,541,073,066   2,854,967,161
  973    1,961,568          9   1,504,868,792   2,502,662,027   3,094,983,257
  974    1,963,584          9     973,981,638   2,748,349,548   3,334,933,818
  975    1,965,600          9     443,094,484   2,710,982,989   3,558,172,954
  976    1,967,616          9   4,207,174,626   2,941,007,406   3,798,189,306
  977    1,969,632          9   3,676,287,472   3,186,694,927   4,038,139,867
  978    1,971,648          9   3,145,400,318   3,148,349,423   4,278,155,963
  979    1,973,664          9   2,614,513,164   3,110,986,944     206,493,339
  980    1,975,680          9   2,083,626,010   3,339,962,785     446,443,900
  981    1,977,696          9   1,552,738,856   3,318,263,426     686,459,996
  982    1,979,712          9   1,021,851,702   3,280,896,867     909,699,132
  983    1,981,728          9     490,964,548   3,509,872,708   1,149,649,693
  984    1,983,744          9   4,255,044,690   3,756,608,805   1,389,666,045
  985    1,985,760          9   3,724,157,536   3,719,242,246   1,612,905,181
  986    1,987,776          9   3,193,270,382   3,948,218,342   1,852,855,742
  987    1,989,792          9   2,662,383,228   3,909,872,583   2,092,871,838
  988    1,991,808          9   2,131,496,074   4,156,604,584   2,316,045,439
  989    1,993,824          9   1,600,608,920   4,118,193,545   2,556,061,535
  990    1,995,840          9   1,069,721,766   4,079,782,506   2,796,077,631
  991    1,997,856          9     538,834,612      47,279,947   3,036,028,192
  992    1,999,872          9       7,947,458       9,913,388   3,259,267,328
  993    2,001,888          9   3,772,027,600     239,937,805   3,499,283,680
  994    2,003,904          9   3,241,140,446     485,625,581   3,739,234,241
  995    2,005,920          9   2,710,253,292     448,324,302   3,962,473,377
  996    2,007,936          9   2,179,366,138     409,913,263   4,202,489,473
  997    2,009,952          9   1,648,478,984     638,893,184     147,538,274
  998    2,011,968          9   1,117,591,830     618,238,305     370,777,410
  999    2,013,984          9     586,704,676     579,827,266     610,793,506
 1000    2,016,000          9      55,817,522     808,803,107     850,744,067
 1001    2,018,016          9   3,819,897,664   1,056,583,684   1,073,983,459
 1002    2,020,032          9   3,289,010,510   1,285,559,780   1,313,934,020
 1003    2,022,048          9   2,758,123,356   1,247,214,021   1,553,950,116
 1004    2,024,064          9   2,227,236,202   1,208,802,982   1,793,966,212
 1005    2,026,080          9   1,696,349,048   1,455,534,983   2,017,139,813
 1006    2,028,096          9   1,165,461,894   1,417,123,944   2,257,155,909
 1007    2,030,112          9     634,574,740   1,378,712,905   2,497,172,005
 1008    2,032,128          9     103,687,586   1,625,444,906   2,720,345,606
 1009    2,034,144          9   3,867,767,728   1,855,469,323   2,960,361,958
 1010    2,036,160          9   3,336,880,574   1,817,058,539   3,200,378,054
 1011    2,038,176          9   2,805,993,420   2,047,144,140   3,423,551,655
 1012    2,040,192          9   2,275,106,266   2,025,444,781   3,663,567,751
 1013    2,042,208          9   1,744,219,112   1,987,033,742   3,903,583,847
 1014    2,044,224          9   1,213,331,958   2,216,009,583   4,143,534,408
 1015    2,046,240          9     682,444,804   2,195,358,784      71,871,784
 1016    2,048,256          9     151,557,650   2,424,334,625     311,822,345
 1017    2,050,272          9   3,915,637,792   2,654,359,042     551,838,697
 1018    2,052,288          9   3,384,750,638   2,633,704,418     775,077,833
 1019    2,054,304          9   2,853,863,484   2,862,680,259   1,015,028,394
 1020    2,056,320          9   2,322,976,330   2,824,334,500   1,255,044,490
 1021    2,058,336          9   1,792,089,176   2,786,967,941   1,478,283,626
 1022    2,060,352          9   1,261,202,022   3,032,655,462   1,718,234,187
 1023    2,062,368          9     730,314,868   2,994,244,423   1,958,250,283
 1024    2,064,384          9     199,427,714   2,956,877,864   2,181,489,419
 1025    2,066,400          9   3,963,507,856   3,471,000,841   2,421,440,236
 1026    2,068,416          9   3,432,620,702   3,432,590,057   2,661,456,332
 1027    2,070,432          9   2,901,733,548   3,394,179,018   2,901,472,428
 1028    2,072,448          9   2,370,846,394   3,624,264,619   3,124,646,029
 1029    2,074,464          9   1,839,959,240   3,602,565,260   3,364,662,125
 1030    2,076,480          9   1,309,072,086   3,831,541,101   3,604,612,686
 1031    2,078,496          9     778,184,932   3,794,174,542   3,827,851,822
 1032    2,080,512          9     247,297,778   3,772,475,183   4,067,867,918
 1033    2,082,528          9   4,011,377,920   4,269,890,560      12,916,975
 1034    2,084,544          9   3,480,490,766   4,232,524,256     236,156,111
 1035    2,086,560          9   2,949,603,612   4,210,824,897     476,172,207
 1036    2,088,576          9   2,418,716,458     161,675,938     716,122,768
 1037    2,090,592          9   1,887,829,304     123,264,899     956,138,864
 1038    2,092,608          9   1,356,942,150      85,898,340   1,179,378,000
 1039    2,094,624          9     826,054,996     331,585,861   1,419,328,561
 1040    2,096,640          9     295,167,842     293,174,822   1,659,344,657
 1041    2,098,656          9   4,059,247,984     524,243,719   1,882,584,049
 1042    2,100,672         10   3,174,436,061   3,680,747,741   3,708,565,181
 1043    2,102,688         10   2,643,548,907   3,642,336,702   3,948,581,277
 1044    2,104,704         10   2,112,661,753   3,620,637,343   4,188,597,373
 1045    2,106,720         10   1,581,774,599   3,849,617,264     133,646,174
 1046    2,108,736         10   1,050,887,445   3,812,250,705     356,885,310
 1047    2,110,752         10     520,000,291   3,790,551,346     596,901,406
 1048    2,112,768         10   4,284,080,433   4,287,962,643     836,852,223
 1049    2,114,784         10   3,753,193,279   4,250,661,619   1,060,091,359
 1050    2,116,800         10   3,222,306,125     201,447,380   1,300,041,920
 1051    2,118,816         10   2,691,418,971     179,748,021   1,540,058,016
 1052    2,120,832         10   2,160,531,817     142,381,462   1,763,297,152
 1053    2,122,848         10   1,629,644,663     371,357,303   2,003,247,713
 1054    2,124,864         10   1,098,757,509     349,657,944   2,243,263,809
 1055    2,126,880         10     567,870,355     312,291,385   2,466,502,945
 1056    2,128,896         10      36,983,201     541,267,226   2,706,453,506
 1057    2,130,912         10   3,801,063,343     788,068,858   2,946,469,858
 1058    2,132,928         10   3,270,176,189     749,657,819   3,186,485,954
 1059    2,134,944         10   2,739,289,035     979,678,140   3,409,659,555
 1060    2,136,960         10   2,208,401,881     941,267,101   3,649,675,651
 1061    2,138,976         10   1,677,514,727     919,567,742   3,889,691,747
 1062    2,140,992         10   1,146,627,573   1,149,588,063   4,112,865,348
 1063    2,143,008         10     615,740,419   1,111,181,104      57,979,684
 1064    2,145,024         10      84,853,265   1,356,868,625     297,930,245
 1065    2,147,040         10   3,848,933,407   1,587,937,777     521,169,637
 1066    2,149,056         10   3,318,046,253   1,549,592,018     761,185,733
 1067    2,151,072         10   2,787,159,099   1,778,567,859   1,001,136,294
 1068    2,153,088         10   2,256,271,945   1,756,868,500   1,241,152,390
 1069    2,155,104         10   1,725,384,791   1,719,501,941   1,464,391,526
 1070    2,157,120         10   1,194,497,637   1,948,477,782   1,704,342,087
 1071    2,159,136         10     663,610,483   1,926,778,423   1,944,358,183
 1072    2,161,152         10     132,723,329   1,889,411,864   2,167,597,319
 1073    2,163,168         10   3,896,803,471   2,386,823,416   2,407,548,136
 1074    2,165,184         10   3,365,916,317   2,365,189,337   2,647,564,232
 1075    2,167,200         10   2,835,029,163   2,327,822,778   2,870,803,368
 1076    2,169,216         10   2,304,142,009   2,556,798,619   3,110,753,929
 1077    2,171,232         10   1,773,254,855   2,518,387,580   3,350,770,025
 1078    2,173,248         10   1,242,367,701   2,765,119,581   3,573,943,626
 1079    2,175,264         10     711,480,547   2,726,708,542   3,813,959,722
 1080    2,177,280         10     180,593,393   2,688,297,503   4,053,975,818
 1081    2,179,296         10   3,944,673,535   3,202,420,735   4,293,926,635
 1082    2,181,312         10   3,413,786,381   3,165,123,536     222,264,011
 1083    2,183,328         10   2,882,899,227   3,126,712,497     462,280,107
 1084    2,185,344         10   2,352,012,073   3,355,688,338     702,230,668
 1085    2,187,360         10   1,821,124,919   3,335,033,459     925,469,804
 1086    2,189,376         10   1,290,237,765   3,296,622,420   1,165,485,900
 1087    2,191,392         10     759,350,611   3,525,598,261   1,405,436,461
 1088    2,193,408         10     228,463,457   3,504,943,382   1,628,675,597
 1089    2,195,424         10   3,992,543,599   3,734,968,054   1,868,691,949
 1090    2,197,440         10   3,461,656,445   3,964,009,175   2,108,642,510
 1091    2,199,456         10   2,930,769,291   3,942,309,816   2,348,658,606
 1092    2,201,472         10   2,399,882,137   4,172,330,137   2,571,832,207
 1093    2,203,488         10   1,868,994,983   4,133,919,098   2,811,848,303
 1094    2,205,504         10   1,338,107,829   4,095,508,059   3,051,864,399
 1095    2,207,520         10     807,220,675      64,049,980   3,275,038,000
 1096    2,209,536         10     276,333,521      25,638,941   3,515,054,096
 1097    2,211,552         10   4,040,413,663     255,663,613   3,755,070,448
 1098    2,213,568         10   3,509,526,509     502,460,894   3,978,244,049
 1099    2,215,584         10   2,978,639,355     464,049,855   4,218,260,145
 1100    2,217,600         10   2,447,752,201     425,642,896     163,374,481
 1101    2,219,616         10   1,916,865,047     655,663,217     386,548,082
 1102    2,221,632         10   1,385,977,893     633,963,858     626,564,178
 1103    2,223,648         10     855,090,739     595,552,819     866,580,274
 1104    2,225,664         10     324,203,585     824,528,660   1,106,530,835
 1105    2,227,680         10   4,088,283,727   1,072,309,492   1,329,770,227
 1106    2,229,696         10   3,557,396,573   1,301,285,333   1,569,720,788
 1107    2,231,712         10   3,026,509,419   1,262,939,574   1,809,736,884
 1108    2,233,728         10   2,495,622,265   1,225,573,015   2,032,976,020
 1109    2,235,744         10   1,964,735,111   1,471,260,536   2,272,926,581
 1110    2,237,760         10   1,433,847,957   1,432,849,497   2,512,942,677
 1111    2,239,776         10     902,960,803   1,395,482,938   2,736,181,813
 1112    2,241,792         10     372,073,649   1,641,170,459   2,976,132,374
 1113    2,243,808         10   4,136,153,791   1,871,195,131   3,216,148,726
 1114    2,245,824         10   3,605,266,637   1,833,828,572   3,439,387,862
 1115    2,247,840         10   3,074,379,483   2,079,581,373   3,679,338,423
 1116    2,249,856         10   2,543,492,329   2,041,170,334   3,919,354,519
 1117    2,251,872         10   2,012,605,175   2,002,759,295   4,159,370,615
 1118    2,253,888         10   1,481,718,021   2,232,783,696      87,642,456
 1119    2,255,904         10     950,830,867   2,211,084,337     327,658,552
 1120    2,257,920         10     419,943,713   2,440,060,178     567,609,113
 1121    2,259,936         10   4,184,023,855   2,671,129,330     790,848,505
 1122    2,261,952         10   3,653,136,701   2,649,429,971   1,030,864,601
 1123    2,263,968         10   3,122,249,547   2,878,471,092   1,270,815,162
 1124    2,265,984         10   2,591,362,393   2,841,104,533   1,494,054,298
 1125    2,268,000         10   2,060,475,239   2,802,693,494   1,734,070,394
 1126    2,270,016         10   1,529,588,085   3,048,381,015   1,974,020,955
 1127    2,272,032         10     998,700,931   3,009,969,976   2,214,037,051
 1128    2,274,048         10     467,813,777   2,972,603,417   2,437,276,187
 1129    2,276,064         10   4,231,893,919   3,486,726,649   2,677,227,004
 1130    2,278,080         10   3,701,006,765   3,448,315,610   2,917,243,100
 1131    2,280,096         10   3,170,119,611   3,411,014,331   3,140,482,236
 1132    2,282,112         10   2,639,232,457   3,656,701,852   3,380,432,797
 1133    2,284,128         10   2,108,345,303   3,618,290,813   3,620,448,893
 1134    2,286,144         10   1,577,458,149   3,848,311,134   3,843,622,494
 1135    2,288,160         10   1,046,570,995   3,809,900,095   4,083,638,590
 1136    2,290,176         10     515,683,841   3,788,204,816      28,752,926
 1137    2,292,192         10   4,279,763,983   4,286,660,848     251,926,783
 1138    2,294,208         10   3,748,876,829   4,248,249,809     491,942,879
 1139    2,296,224         10   3,217,989,675   4,226,550,450     731,958,975
 1140    2,298,240         10   2,687,102,521     177,401,491     971,909,536
 1141    2,300,256         10   2,156,215,367     140,034,932   1,195,148,672
 1142    2,302,272         10   1,625,328,213     101,623,893   1,435,164,768
 1143    2,304,288         10   1,094,441,059     347,311,414   1,675,115,329
 1144    2,306,304         10     563,553,905     309,944,855   1,898,354,465
 1145    2,308,320         10      32,666,751     271,534,071   2,138,370,561
 1146    2,310,336         11   3,442,822,124   3,696,473,294   3,964,351,949
 1147    2,312,352         11   2,911,934,970   3,658,062,255   4,204,368,045
 1148    2,314,368         11   2,381,047,816   3,636,366,976     149,482,381
 1149    2,316,384         11   1,850,160,662   3,866,387,297     372,655,982
 1150    2,318,400         11   1,319,273,508   3,827,976,258     612,672,078
 1151    2,320,416         11     788,386,354   3,806,276,899     852,688,174
 1152    2,322,432         11     257,499,200   4,036,297,220   1,075,861,775
 1153    2,324,448         11   4,021,579,342   4,266,387,172   1,315,878,127
 1154    2,326,464         11   3,490,692,188     233,884,613   1,555,828,688
 1155    2,328,480         11   2,959,805,034     196,518,054   1,779,067,824
 1156    2,330,496         11   2,428,917,880     158,107,015   2,019,083,920
 1157    2,332,512         11   1,898,030,726     387,082,856   2,259,034,481
 1158    2,334,528         11   1,367,143,572     365,383,497   2,499,050,577
 1159    2,336,544         11     836,256,418     328,016,938   2,722,289,713
 1160    2,338,560         11     305,369,264     556,992,779   2,962,240,274
 1161    2,340,576         11   4,069,449,406     803,794,411   3,202,256,626
 1162    2,342,592         11   3,538,562,252     766,427,852   3,425,495,762
 1163    2,344,608         11   3,007,675,098     995,403,693   3,665,446,323
 1164    2,346,624         11   2,476,787,944     956,992,654   3,905,462,419
 1165    2,348,640         11   1,945,900,790     936,337,775   4,128,701,555
 1166    2,350,656         11   1,415,013,636   1,165,317,696      73,750,356
 1167    2,352,672         11     884,126,482   1,126,906,657     313,766,452
 1168    2,354,688         11     353,239,328   1,373,638,658     536,940,053
 1169    2,356,704         11   4,117,319,470   1,603,728,610     776,956,405
 1170    2,358,720         11   3,586,432,316   1,565,317,571   1,016,972,501
 1171    2,360,736         11   3,055,545,162   1,811,005,092   1,256,923,062
 1172    2,362,752         11   2,524,658,008   1,773,638,533   1,480,162,198
 1173    2,364,768         11   1,993,770,854   1,735,227,494   1,720,178,294
 1174    2,366,784         11   1,462,883,700   1,964,203,335   1,960,128,855
 1175    2,368,800         11     931,996,546   1,943,548,456   2,183,367,991
 1176    2,370,816         11     401,109,392   1,905,137,417   2,423,384,087
 1177    2,372,832         11   4,165,189,534   2,402,614,249   2,663,334,904
 1178    2,374,848         11   3,634,302,380   2,381,959,370   2,886,574,040
 1179    2,376,864         11   3,103,415,226   2,343,548,331   3,126,590,136
 1180    2,378,880         11   2,572,528,072   2,572,524,172   3,366,540,697
 1181    2,380,896         11   2,041,640,918   2,534,113,133   3,606,556,793
 1182    2,382,912         11   1,510,753,764   2,780,845,134   3,829,730,394
 1183    2,384,928         11     979,866,610   2,742,434,095   4,069,746,490
 1184    2,386,944         11     448,979,456   2,704,027,136      14,860,826
 1185    2,388,960         11   4,213,059,598   3,219,194,848     238,034,683
 1186    2,390,976         11   3,682,172,444   3,180,849,089     478,050,779
 1187    2,392,992         11   3,151,285,290   3,142,438,050     718,066,875
 1188    2,395,008         11   2,620,398,136   3,372,458,371     941,240,476
 1189    2,397,024         11   2,089,510,982   3,350,759,012   1,181,256,572
 1190    2,399,040         11   1,558,623,828   3,312,347,973   1,421,272,668
 1191    2,401,056         11   1,027,736,674   3,542,368,294   1,644,446,269
 1192    2,403,072         11     496,849,520   3,520,668,935   1,884,462,365
 1193    2,405,088         11   4,260,929,662   3,750,693,607   2,124,478,717
 1194    2,407,104         11   3,730,042,508   3,979,734,728   2,364,429,278
 1195    2,409,120         11   3,199,155,354   3,959,079,849   2,587,668,414
 1196    2,411,136         11   2,668,268,200   4,188,055,690   2,827,618,975
 1197    2,413,152         11   2,137,381,046   4,149,644,651   3,067,635,071
 1198    2,415,168         11   1,606,493,892   4,112,278,092   3,290,874,207
 1199    2,417,184         11   1,075,606,738      79,775,533   3,530,824,768
 1200    2,419,200         11     544,719,584      41,364,494   3,770,840,864
 1201    2,421,216         11      13,832,430       3,998,190   3,994,080,000
 1202    2,423,232         11   3,777,912,572     518,186,447   4,234,030,817
 1203    2,425,248         11   3,247,025,418     479,779,488     179,145,153
 1204    2,427,264         11   2,716,138,264     441,368,449     419,161,249
 1205    2,429,280         11   2,185,251,110     671,388,770     642,334,850
 1206    2,431,296         11   1,654,363,956     649,689,411     882,350,946
 1207    2,433,312         11   1,123,476,802     611,278,372   1,122,367,042
 1208    2,435,328         11     592,589,648     841,298,693   1,345,540,643
 1209    2,437,344         11      61,702,494     819,599,589   1,585,556,739
 1210    2,439,360         11   3,825,782,636   1,317,076,166   1,825,507,556
 1211    2,441,376         11   3,294,895,482   1,279,709,607   2,048,746,692
 1212    2,443,392         11   2,764,008,328   1,258,010,248   2,288,762,788
 1213    2,445,408         11   2,233,121,174   1,486,986,089   2,528,713,349
 1214    2,447,424         11   1,702,234,020   1,449,619,530   2,751,952,485
 1215    2,449,440         11   1,171,346,866   1,411,208,491   2,991,968,581
 1216    2,451,456         11     640,459,712   1,656,896,012   3,231,919,142
 1217    2,453,472         11     109,572,558   1,618,485,228   3,471,935,238
 1218    2,455,488         11   3,873,652,700   1,849,619,405   3,695,174,630
 1219    2,457,504         11   3,342,765,546   2,095,306,926   3,935,125,191
 1220    2,459,520         11   2,811,878,392   2,056,895,887   4,175,141,287
 1221    2,461,536         11   2,280,991,238   2,019,533,408     103,478,663
 1222    2,463,552         11   1,750,104,084   2,248,509,249     343,429,224
 1223    2,465,568         11   1,219,216,930   2,226,809,890     583,445,320
 1224    2,467,584         11     688,329,776   2,456,830,211     806,618,921
 1225    2,469,600         11     157,442,622   2,418,419,427   1,046,635,017
 1226    2,471,616         11   3,921,522,764   2,665,155,524   1,286,651,369
 1227    2,473,632         11   3,390,635,610   2,894,196,645   1,526,601,930
 1228    2,475,648         11   2,859,748,456   2,856,830,086   1,749,841,066
 1229    2,477,664         11   2,328,861,302   2,835,130,727   1,989,857,162
 1230    2,479,680         11   1,797,974,148   3,064,106,568   2,229,807,723
 1231    2,481,696         11   1,267,086,994   3,026,740,009   2,453,046,859
 1232    2,483,712         11     736,199,840   2,988,328,970   2,693,062,955
 1233    2,485,728         11     205,312,686   3,234,016,746   2,933,013,516
 1234    2,487,744         11   3,969,392,828   3,465,085,643   3,156,252,908
 1235    2,489,760         11   3,438,505,674   3,426,739,884   3,396,269,004
 1236    2,491,776         11   2,907,618,520   3,672,427,405   3,636,219,565
 1237    2,493,792         11   2,376,731,366   3,635,060,846   3,859,458,701
 1238    2,495,808         11   1,845,844,212   3,864,036,687   4,099,409,262
 1239    2,497,824         11   1,314,957,058   3,825,629,728      44,523,598
 1240    2,499,840         11     784,069,904   3,803,930,369     284,539,694
 1241    2,501,856         11     253,182,750   4,033,950,945     507,713,295
 1242    2,503,872         11   4,017,262,892   4,263,975,362     747,729,647
 1243    2,505,888         11   3,486,375,738   4,242,341,283     987,745,743
 1244    2,507,904         11   2,955,488,584     194,171,524   1,210,919,344
 1245    2,509,920         11   2,424,601,430     155,760,485   1,450,935,440
 1246    2,511,936         11   1,893,714,276     134,061,126   1,690,951,536
 1247    2,513,952         11   1,362,827,122     364,081,447   1,914,125,137
 1248    2,515,968         11     831,939,968     325,670,408   2,154,141,233
 1249    2,517,984         11     301,052,814     287,259,624   2,394,157,329
 1250    2,520,000         12   3,711,208,187   3,712,198,847   4,220,138,717
 1251    2,522,016         12   3,180,321,033   3,690,503,568     165,253,053
 1252    2,524,032         12   2,649,433,879   3,653,137,009     388,492,189
 1253    2,526,048         12   2,118,546,725   3,882,112,850     628,442,750
 1254    2,528,064         12   1,587,659,571   3,843,701,811     868,458,846
 1255    2,530,080         12   1,056,772,417   3,823,046,932   1,091,697,982
 1256    2,532,096         12     525,885,263   4,052,088,308   1,331,648,543
 1257    2,534,112         12   4,289,965,405   4,282,112,725   1,571,664,895
 1258    2,536,128         12   3,759,078,251     249,610,166   1,811,615,456
 1259    2,538,144         12   3,228,191,097     212,243,607   2,034,854,592
 1260    2,540,160         12   2,697,303,943     173,832,568   2,274,870,688
 1261    2,542,176         12   2,166,416,789     402,808,409   2,514,821,249
 1262    2,544,192         12   1,635,529,635     382,153,530   2,738,060,385
 1263    2,546,208         12   1,104,642,481     343,742,491   2,978,076,481
 1264    2,548,224         12     573,755,327     572,783,867   3,218,027,042
 1265    2,550,240         12      42,868,173     552,128,988   3,441,266,178
 1266    2,552,256         12   3,806,948,315     782,153,405   3,681,282,530
 1267    2,554,272         12   3,276,061,161   1,011,129,246   3,921,233,091
 1268    2,556,288         12   2,745,174,007     973,762,687   4,144,472,227
 1269    2,558,304         12   2,214,286,853     952,067,408      89,586,563
 1270    2,560,320         12   1,683,399,699   1,181,043,249     329,537,124
 1271    2,562,336         12   1,152,512,545   1,142,632,210     569,553,220
 1272    2,564,352         12     621,625,391   1,389,364,466     792,726,821
 1273    2,566,368         12      90,738,237   1,351,018,707   1,032,742,917
 1274    2,568,384         12   3,854,818,379   1,581,043,124   1,272,759,269
 1275    2,570,400         12   3,323,931,225   1,827,775,125   1,495,932,870
 1276    2,572,416         12   2,793,044,071   1,789,364,086   1,735,948,966
 1277    2,574,432         12   2,262,156,917   1,750,953,047   1,975,965,062
 1278    2,576,448         12   1,731,269,763   1,980,973,368   2,199,138,663
 1279    2,578,464         12   1,200,382,609   1,959,274,009   2,439,154,759
